"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
winograd_q_203,q_neuro_winograd_schemas,,radio,"203. I stuck a pin through a carrot. When I pulled the pin out, it left a hole. What left a hole?","correct, The pin | incorrect, The carrot",,,,,,,,LV,,,,
winograd_q_204,q_neuro_winograd_schemas,,radio,"204. I stuck a pin through a carrot. When I pulled the pin out, it had a hole. What had a hole?","incorrect, The pin | correct, The carrot",,,,,,,,LV,,,,
winograd_q_205,q_neuro_winograd_schemas,,radio,"205. I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink. What got full of ink?","correct, The coffee | incorrect, The pen",,,,,,,,LV,,,,
winograd_q_206,q_neuro_winograd_schemas,,radio,"206. I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of coffee. What got full of coffee?","incorrect, The coffee | correct, The pen",,,,,,,,LV,,,,
winograd_q_207,q_neuro_winograd_schemas,,radio,"207. Steve follows Fred's example in everything. He admires him hugely. Who admires whom?","correct, Steve admires Fred | incorrect, Fred influences Steve",,,,,,,,LV,,,,
winograd_q_208,q_neuro_winograd_schemas,,radio,"208. Steve follows Fred's example in everything. He influences him hugely. Who influences whom?","incorrect, Steve admires Fred | correct, Fred influences Steve",,,,,,,,LV,,,,
winograd_q_209,q_neuro_winograd_schemas,,radio,"209. The table won't fit through the doorway because it is too wide. What is too wide?","correct, The table | incorrect, The doorway",,,,,,,,LV,,,,
winograd_q_210,q_neuro_winograd_schemas,,radio,"210. The table won't fit through the doorway because it is too narrow. What is too narrow?","incorrect, The table | correct, The doorway",,,,,,,,LV,,,,
winograd_q_211,q_neuro_winograd_schemas,,radio,"211. Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her. What looks great on Grace?","correct, The jacket | incorrect, The sweater",,,,,,,,LV,,,,
winograd_q_212,q_neuro_winograd_schemas,,radio,"212. Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her. What looks dowdy on Grace?","incorrect, The jacket | correct, The sweater",,,,,,,,LV,,,,
winograd_q_213,q_neuro_winograd_schemas,,radio,"213. Bill thinks that calling attention to himself was rude to Bert. Who called attention to himself?","correct, Bill | incorrect, Bert",,,,,,,,LV,,,,
winograd_q_214,q_neuro_winograd_schemas,,radio,"214. Bill thinks that calling attention to himself was rude of Bert. Who called attention to himself?","incorrect, Bill | correct, Bert",,,,,,,,LV,,,,
winograd_q_215,q_neuro_winograd_schemas,,radio,"215. John hired Bill to take care of him. Who is taking care of whom?","correct, Bill is taking care of John | incorrect, John is taking care of Bill",,,,,,,,LV,,,,
winograd_q_216,q_neuro_winograd_schemas,,radio,"216. John hired himself out to Bill to take care of him. Who is taking care of whom?","incorrect, Bill is taking care of John | correct, John is taking care of Bill",,,,,,,,LV,,,,
winograd_q_217,q_neuro_winograd_schemas,,radio,"217. John promised Bill to leave, so an hour later he left. Who left?","correct, John | incorrect, Bill",,,,,,,,LV,,,,
winograd_q_218,q_neuro_winograd_schemas,,radio,"218. John ordered Bill to leave, so an hour later he left. Who left?","incorrect, John | correct, Bill",,,,,,,,LV,,,,
winograd_q_219,q_neuro_winograd_schemas,,radio,"219. Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood. Who faced difficulties?","correct, Xenophanes | incorrect, Sam",,,,,,,,LV,,,,
winograd_q_220,q_neuro_winograd_schemas,,radio,"220. Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research. Who faced difficulties?","incorrect, Xenophanes | correct, Sam",,,,,,,,LV,,,,
winograd_q_221,q_neuro_winograd_schemas,,radio,"221. Emma's mother had died long ago, and her place had been taken by an excellent woman as governess. Whose place had been taken?","correct, Emma's mother | incorrect, Emma",,,,,,,,LV,,,,
winograd_q_222,q_neuro_winograd_schemas,,radio,"222. Emma's mother had died long ago, and her education had been taken care by an excellent woman as governess. Whose education had been taken care of?","incorrect, Emma's mother | correct, Emma",,,,,,,,LV,,,,
winograd_q_223,q_neuro_winograd_schemas,,radio,"223. Jane knocked on Susan's door but she did not answer. Who did not answer?","correct, Susan | incorrect, Jane",,,,,,,,LV,,,,
winograd_q_224,q_neuro_winograd_schemas,,radio,"224. Jane knocked on Susan's door but she did not get an answer. Who did not get an answer?","incorrect, Susan | correct, Jane",,,,,,,,LV,,,,
winograd_q_225,q_neuro_winograd_schemas,,radio,"225. Joe paid the detective after he received the final report on the case. Who received the final report?","correct, Joe | incorrect, The detective",,,,,,,,LV,,,,
winograd_q_226,q_neuro_winograd_schemas,,radio,"226. Joe paid the detective after he delivered the final report on the case. Who delivered the final report?","incorrect, Joe | correct, The detective",,,,,,,,LV,,,,
winograd_q_227,q_neuro_winograd_schemas,,radio,"227. Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten. Who counted to ten?","correct, Beth | incorrect, Sally",,,,,,,,LV,,,,
winograd_q_228,q_neuro_winograd_schemas,,radio,"228. Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized. Who apologized?","incorrect, Beth | correct, Sally",,,,,,,,LV,,,,
winograd_q_229,q_neuro_winograd_schemas,,radio,"229. Jim signaled the barman and gestured toward his empty glass. Whose empty glass?","correct, Jim | incorrect, The barman",,,,,,,,LV,,,,
winograd_q_230,q_neuro_winograd_schemas,,radio,"230. Jim signaled the barman and gestured toward his bathroom key. Whose bathroom key?","incorrect, Jim | correct, The barman",,,,,,,,LV,,,,
winograd_q_231,q_neuro_winograd_schemas,,radio,"231. Dan took the rear seat while Bill claimed the front because his 'Dibs!' was quicker. Whose 'Dibs' was quicker?","correct, Bill | incorrect, Dan",,,,,,,,LV,,,,
winograd_q_232,q_neuro_winograd_schemas,,radio,"232. Dan took the rear seat while Bill claimed the front because his 'Dibs!'' was slow. Whose 'Dibs' was slow?","incorrect, Bill | correct, Dan",,,,,,,,LV,,,,
winograd_q_233,q_neuro_winograd_schemas,,radio,"233. Tom said 'Check' to Ralph as he took his bishop. Whose bishop did Tom take?","correct, Ralph's | incorrect, Tom's",,,,,,,,LV,,,,
winograd_q_234,q_neuro_winograd_schemas,,radio,"234. Tom said 'Check' to Ralph as he moved his bishop. Whose bishop did Tom moved?","incorrect, Ralph's | correct, Tom's",,,,,,,,LV,,,,
winograd_q_235,q_neuro_winograd_schemas,,radio,"235. As Andrea in the crop duster passed over Susan, she could see the landing strip. Who could see the landing strip?","correct, Andrea | incorrect, Susan",,,,,,,,LV,,,,
winograd_q_236,q_neuro_winograd_schemas,,radio,"236. As Andrea in the crop duster passed over Susan, she could see the landing gear. Who could see the landing gear?","incorrect, Andrea | correct, Susan",,,,,,,,LV,,,,
winograd_q_237,q_neuro_winograd_schemas,,radio,"237. Tom gave Ralph a lift to school so he wouldn't have to walk. Who wouldn't have to walk?","correct, Ralph | incorrect, Tom",,,,,,,,LV,,,,
winograd_q_238,q_neuro_winograd_schemas,,radio,"238. Tom gave Ralph a lift to school so he wouldn't have to drive alone. Who wouldn't have to drive alone?","incorrect, Ralph | correct, Tom",,,,,,,,LV,,,,
winograd_q_239,q_neuro_winograd_schemas,,radio,"239. Bill passed the half-empty plate to John because he was full. Who was full?","correct, Bill | incorrect, John",,,,,,,,LV,,,,
winograd_q_240,q_neuro_winograd_schemas,,radio,"240. Bill passed the half-empty plate to John because he was hungry. Who was hungry?","incorrect, Bill | correct, John",,,,,,,,LV,,,,
winograd_q_241,q_neuro_winograd_schemas,,radio,"241. Bill passed the gameboy to John because his turn was over. Whose turn was over?","correct, Bill | incorrect, John",,,,,,,,LV,,,,
winograd_q_242,q_neuro_winograd_schemas,,radio,"242. Bill passed the gameboy to John because his turn was next. Whose turn was next?","incorrect, Bill | correct, John",,,,,,,,LV,,,,
winograd_q_243,q_neuro_winograd_schemas,,radio,"243. The man lifted the boy onto his bunk bed. Whose bunk bed?","correct, The boy's | incorrect, The man's",,,,,,,,LV,,,,
winograd_q_244,q_neuro_winograd_schemas,,radio,"244. The man lifted the boy onto his shoulders. Whose shoulders?","incorrect, The boy's | correct, The man's",,,,,,,,LV,,,,
winograd_q_245,q_neuro_winograd_schemas,,radio,"245. Patting her back, the woman smiled at the girl. Whose back did the woman pat?","correct, The girl's | incorrect, The woman's",,,,,,,,LV,,,,
winograd_q_246,q_neuro_winograd_schemas,,radio,"246. Stretching her back, the woman smiled at the girl. Whose back did the woman stretch?","incorrect, The girl's | correct, The woman's",,,,,,,,LV,,,,
winograd_q_247,q_neuro_winograd_schemas,,radio,"247. Billy cried because Toby wouldn't share his toy. Who owned the toy?","correct, Toby | incorrect, Billy",,,,,,,,LV,,,,
winograd_q_248,q_neuro_winograd_schemas,,radio,"248. Billy cried because Toby wouldn't accept his toy. Who owned the toy?","incorrect, Toby | correct, Billy",,,,,,,,LV,,,,
winograd_q_249,q_neuro_winograd_schemas,,radio,"249. Lily spoke to Donna, breaking her concentration. Whose concentration?","correct, Donna | incorrect, Lily",,,,,,,,LV,,,,
winograd_q_250,q_neuro_winograd_schemas,,radio,"250. Lily spoke to Donna, breaking her silence. Whose silence?","incorrect, Donna | correct, Lily",,,,,,,,LV,,,,
winograd_q_251,q_neuro_winograd_schemas,,radio,"251. When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look. Who got the look from father?","correct, Timmy | incorrect, Tommy",,,,,,,,LV,,,,
winograd_q_252,q_neuro_winograd_schemas,,radio,"252. When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look. Who got the look from father?","incorrect, Timmy | correct, Tommy",,,,,,,,LV,,,,
winograd_q_253,q_neuro_winograd_schemas,,radio,"253. As Ollie carried Tommy up the long winding steps, his legs dangled. Whose legs dangled?","correct, Tommy | incorrect, Ollie",,,,,,,,LV,,,,
winograd_q_254,q_neuro_winograd_schemas,,radio,"254. As Ollie carried Tommy up the long winding steps, his legs ached. Whose legs ached?","incorrect, Tommy | correct, Ollie",,,,,,,,LV,,,,
winograd_q_255,q_neuro_winograd_schemas,,radio,"255. The father carried the sleeping boy in his arms. Whose arms?","correct, The father | incorrect, The boy",,,,,,,,LV,,,,
winograd_q_256,q_neuro_winograd_schemas,,radio,"256. The father carried the sleeping boy in his bassinet. Whose bassinet?","incorrect, The father | correct, The boy",,,,,,,,LV,,,,
winograd_q_257,q_neuro_winograd_schemas,,radio,"257. The woman held the girl against her chest. Whose chest?","correct, The woman's | incorrect, The girl's",,,,,,,,LV,,,,
winograd_q_258,q_neuro_winograd_schemas,,radio,"258. The woman held the girl against her will. Whose will?","incorrect, The woman's | correct, The girl's",,,,,,,,LV,,,,
winograd_q_259,q_neuro_winograd_schemas,,radio,"259. Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it. Who were embarrassed?","correct, Pam and Paul | incorrect, Pam's parents",,,,,,,,LV,,,,
winograd_q_260,q_neuro_winograd_schemas,,radio,"260. Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it. Who were furious?","incorrect, Pam and Paul | correct, Pam's parents",,,,,,,,LV,,,,
winograd_q_261,q_neuro_winograd_schemas,,radio,"261. Dr. Adams informed Kate that she had cancer and presented several options for future treatment. Who had cancer?","correct, Kate | incorrect, Dr. Adams",,,,,,,,LV,,,,
winograd_q_262,q_neuro_winograd_schemas,,radio,"262. Dr. Adams informed Kate that she had retired and presented several options for future treatment. Who had retired?","incorrect, Kate | correct, Dr. Adams",,,,,,,,LV,,,,
winograd_q_263,q_neuro_winograd_schemas,,radio,"263. Dan had to stop Bill from toying with the injured bird. He is very compassionate. Who is compassionate?","correct, Dan | incorrect, Bill",,,,,,,,LV,,,,
winograd_q_264,q_neuro_winograd_schemas,,radio,"264. Dan had to stop Bill from toying with the injured bird. He is very cruel. Who is cruel?","incorrect, Dan | correct, Bill",,,,,,,,LV,,,,
winograd_q_265,q_neuro_winograd_schemas,,radio,"265. Jane gave Joan candy because she was hungry. Who was hungry?","correct, Joan | incorrect, Jane",,,,,,,,LV,,,,
winograd_q_266,q_neuro_winograd_schemas,,radio,"266. Jane gave Joan candy because she wasn't hungry. Who wasn't hungry?","incorrect, Joan | correct, Jane",,,,,,,,LV,,,,
